Albumn,Artist,Release date,Genre,Label,Meta_Score
We're All Somebody from Somewhere,Steven Tyler,Jul 15 2016,['Country'],['DOT Records'],62
Youth Authority,Good Charlotte,Jul 15 2016,['Pop/Rock'],['MDDN'],66
You Got Me Singing,Amanda Palmer,Jul 15 2016,['Folk'],['Cooking Vinyl'],72
Cistern,Jherek Bischoff,Jul 15 2016,['Pop/Rock'],['The Leaf Label'],75
32 Levels,Clams Casino,Jul 15 2016,['Rap'],['Columbia'],76
Apache,Aaron Neville,Jul 15 2016,['R&B'],['Tell It'],77
Far from Home,Calypso Rose,Jul 15 2016,['Pop/Rock'],['Because Music'],75
Disaster Piece,Flowdan,Jul 15 2016,['Rap'],['Tru Thoughts'],75
Over There That Way,Heliotropes,Jul 15 2016,['Pop/Rock'],['The End'],67
Choreography,Bright Light Bright Light,Jul 15 2016,['Electronic'],['MRI'],74
Mono No Aware,Johnny Foreigner,Jul 8 2016,,['Alcopop!'],83
Hit Reset,The Julie Ruin,Jul 8 2016,['Pop/Rock'],['Hardly Art'],78
Wildflower,The Avalanches,Jul 8 2016,['Electronic'],['Astralwerks'],83
Nothing's Real,Shura,Jul 8 2016,['Pop/Rock'],['Interscope'],79
Take Her Up to Monto,Roisin Murphy,Jul 8 2016,['Alternative/Indie Rock'],['Play It Again Sam'],77
IV,BadBadNotGood,Jul 8 2016,['Jazz'],['Innovative Leisure'],77
Centres,Ian William Craig,Jul 8 2016,['Electronic'],['Fat Cat'],86
Cheetah [EP],Aphex Twin,Jul 8 2016,['Electronic'],['Warp'],74
Ellipsis,Biffy Clyro,Jul 8 2016,['Pop/Rock'],['Warner Bros.'],73
Command Your Weather,Big Business,Jul 8 2016,['Pop/Rock'],['Joyful Noise'],74
Donna,Cassy,Jul 8 2016,['Electronic'],['Aus Music'],69
Black Bubblegum,Eric Copeland,Jul 8 2016,['Pop/Rock'],['DFA'],73
Blank Face LP,ScHoolboy Q,Jul 8 2016,['Rap'],['Interscope'],81
Deluxe,Omni,Jul 8 2016,['Pop/Rock'],['Trouble in Mind'],78
DJ-Kicks,Jackmaster,Jul 8 2016,['Electronic'],['!K7'],78
Disappointment Island,TTNG,Jul 8 2016,['Pop/Rock'],['Sargent House'],72
Paradise Gallows,Inter Arma,Jul 8 2016,['Pop/Rock'],['Relapse Records'],82
Day to Day,Sarathy Korwar,Jul 8 2016,['Electronic'],['Ninja Tune'],84
Vanilla,Evans the Death,Jul 8 2016,['Alternative/Indie Rock'],['Fortuna POP!'],79
Gone Is Gone [EP],Gone Is Gone,Jul 8 2016,['Pop/Rock'],['Rise Records'],70
Beautiful Broken,Heart,Jul 8 2016,['Pop/Rock'],['Concord'],72
These Stars,Moon Bros,Jul 8 2016,['Folk'],['Western Vinyl Records'],75
Wood/Metal/Plastic/Pattern/Rhy...,75 Dollar Bill,Jul 8 2016,['Pop/Rock'],['Thin Wrist'],90
Dream World,AraabMuzik,Jul 5 2016,['Electronic'],['Empire'],67
The Bride,Bat for Lashes,Jul 1 2016,['Pop/Rock'],['Warner Bros.'],78
California,Blink-182,Jul 1 2016,['Pop/Rock'],['BMG'],63
Blisters in the Pit of My Heart,Martha,Jul 1 2016,['Pop/Rock'],['Dirtnap Records'],79
Summer 08,Metronomy,Jul 1 2016,['Electronic'],['Because Music'],74
blackSUMMERS'night (2016),Maxwell,Jul 1 2016,['R&B'],['Columbia'],86
The Soft Bounce,Beyond the Wizards Sleeve,Jul 1 2016,['Pop/Rock'],['Phantasy Sound'],77
GØGGS,GØGGS,Jul 1 2016,['Pop/Rock'],['In the Red Records'],74
Young in All the Wrong Ways,Sara Watkins,Jul 1 2016,['Country'],['New West'],79
Freetown Sound,Blood Orange,Jun 28 2016,['Pop/Rock'],['Domino'],82
New English [Mixtape],Desiigner,Jun 26 2016,['Rap'],"['Def Jam ', ' GOOD']",60
Into The Light,Marisa Anderson,Jun 24 2016,['Country'],[],81
The Magic,Deerhoof,Jun 24 2016,['Pop/Rock'],['Polyvinyl'],79
Tooth,Raime,Jun 24 2016,['Electronic'],['Blackest Ever Black'],78
Earth,Neil Young,Jun 24 2016,['Pop/Rock'],['Reprise'],65
The  Mountain Will Fall,DJ Shadow,Jun 24 2016,['Electronic'],['Mass Appeal'],66
True Sadness,The Avett Brothers,Jun 24 2016,['Pop/Rock'],['Island'],68
It's Hard for Me to Say I'm Sorry,Christian Fennesz,Jun 24 2016,['Electronic'],['Editions Mego'],75
Hot Hot Heat,Hot Hot Heat,Jun 24 2016,['Pop/Rock'],"['Kaw-Liga Records ', ' Universal Music']",64
The Mystery Lights,The Mystery Lights,Jun 24 2016,['Pop/Rock'],['Wick Records'],69
Life in the Dark,The Felice Brothers,Jun 24 2016,['Pop/Rock'],['Yep Roc'],71
Autodrama,Puro Instinct,Jun 24 2016,['Pop/Rock'],['Manifesto Records'],72
Mark of the Blade,Whitechapel,Jun 24 2016,['Pop/Rock'],['Metal Blade'],74
Delirium Tremens,Mick Harvey,Jun 24 2016,['Alternative/Indie Rock'],['Mute'],77
Mirrors,Mala,Jun 24 2016,['Electronic'],['Brownswood'],73
Conscious,Broods,Jun 24 2016,['Pop'],['Island'],74
For Evelyn,Hannah Georgas,Jun 24 2016,['Pop/Rock'],['Universal Music'],78
On Desire,Drowners,Jun 24 2016,['Pop/Rock'],['Frenchkiss Records'],59
Anagrams,Stephen Steinbrink,Jun 24 2016,['Pop/Rock'],['Melodic'],69
Nice as F**k,Nice as Fuck,Jun 24 2016,['Pop/Rock'],['Loves Way'],70
The Race for Space [Remixes],Public Service Broadcasting,Jun 24 2016,['Electronic'],['Test Card'],65
Warm Leatherette [Deluxe Edition],Grace Jones,Jun 24 2016,['Electronic'],['Island'],81
LateNightTales,Ólafur Arnalds,Jun 24 2016,['Electronic'],['LateNightTales'],72
Victorious,Floorplan,Jun 24 2016,['Electronic'],['M-Plant'],77
Alice Bag,Alice Bag,Jun 24 2016,['Pop/Rock'],['Don Giovanni'],85
Muzik,Delorean,Jun 22 2016,['Electronic'],['Phlex'],64
Atomic,Mogwai,Jun 17 2016,['Alternative Pop/Rock'],['Temporary Residence'],77
The Dreaming Room,Laura Mvula,Jun 17 2016,['Pop/Rock'],['RCA'],82
case/lang/veirs,Neko Case,Jun 17 2016,['Pop/Rock'],['Anti-'],83
The Getaway,Red Hot Chili Peppers,Jun 17 2016,['Pop/Rock'],['Atlantic'],66
Puberty 2,Mitski,Jun 17 2016,['Pop/Rock'],['Dead Oceans Records'],87
Eyeland,The Low Anthem,Jun 17 2016,['Pop/Rock'],['Razor & Tie'],67
The Glowing Man,Swans,Jun 17 2016,['Pop/Rock'],['Young God'],81
Weaves,Weaves,Jun 17 2016,['Pop/Rock'],['Kanine Records'],74
Say Yes,Big Deal,Jun 17 2016,['Pop/Rock'],['Fat Cat'],61
On My One,Jake Bugg,Jun 17 2016,['Pop/Rock'],['Island'],59
Still Brazy,YG,Jun 17 2016,['Rap'],['Def Jam'],83
"I, Gemini",Let's Eat Grandma,Jun 17 2016,['Pop/Rock'],['PIAS'],78
Magma,Gojira,Jun 17 2016,['Pop/Rock'],['Roadrunner'],79
You Will Never Be One of Us,NAILS,Jun 17 2016,['Pop/Rock'],['Nuclear Blast'],87
Undercurrent,Sarah Jarosz,Jun 17 2016,['Folk'],['Sugar Hill'],74
Blood Moon,M. Craft,Jun 17 2016,['Pop/Rock'],['Heavenly'],75
No Grace,PAWS,Jun 17 2016,['Pop/Rock'],['FatCat Records'],76
Johannesburg [EP],Mumford & Sons,Jun 17 2016,['Pop/Rock'],['Glassnote Entertainment Group'],64
A Hermitage,Jambinai,Jun 17 2016,['Pop/Rock'],['Bella Union'],82
Concrete Vision,Still Parade,Jun 17 2016,['Pop/Rock'],['Heist or Hit'],72
Otero War,Caveman,Jun 17 2016,['Pop/Rock'],['Relativity Entertainment'],66
Friday Night [Live],Will Butler,Jun 17 2016,['Pop/Rock'],['Merge'],66
Post Plague,Odonis Odonis,Jun 17 2016,['Electronic'],['Felte'],74
Emotions and Math,Margaret Glaspy,Jun 17 2016,['Pop/Rock'],['ATO'],77
Jay II,Jay Arner,Jun 17 2016,['Pop/Rock'],['Mint Records'],74
Man Machine Poem,The Tragically Hip,Jun 17 2016,['Pop/Rock'],['Caroline'],77
Exodus of Venus,Elizabeth Cook,Jun 17 2016,['Country'],['Agent Love Records'],86
Luke Bell [2016],Luke Bell,Jun 17 2016,['Country'],['Bill Hill'],72
Blood//Sugar//Secs//Traffic,The Gotobeds,Jun 10 2016,['Pop/Rock'],['Sub Pop Records'],74
For Those Of You Who Have Never (And Also Those Who Have),Huerco S.,Jun 10 2016,['Electronic'],[],85
Charlie Faye & the Fayettes,Charlie Faye & the Fayettes,Jun 10 2016,['Pop/Rock'],[],75
Strange Little Birds,Garbage,Jun 10 2016,['Pop/Rock'],['Vagrant'],75
American Tunes,Allen Toussaint,Jun 10 2016,['Jazz'],['Nonesuch'],77
My Way Home,"Eli ""Paperboy"" Reed",Jun 10 2016,['R&B'],['Yep Roc'],78
Throws,Throws,Jun 10 2016,['Pop/Rock'],['Thrill Jockey'],69
The Exodus Suite,Gemma Ray,Jun 10 2016,['Pop/Rock'],['Bronzerat Records'],75
Breakin' Point,Peter Bjorn and John,Jun 10 2016,['Pop/Rock'],['Kobalt'],66
Patience,The Invisible,Jun 10 2016,['Pop/Rock'],['Ninja Tune'],74
Tell Me if You Like To,Spring King,Jun 10 2016,['Pop/Rock'],['Island'],71
Turn to Gold,Diarrhea Planet,Jun 10 2016,['Pop/Rock'],['Infinity Cat Recordings'],71
Piano,Alexis Taylor,Jun 10 2016,['Pop/Rock'],['Moshi Moshi Records'],72
Fitz and the Tantrums,Fitz & the Tantrums,Jun 10 2016,['Pop/Rock'],['Atlantic'],56
Colvin & Earle,Colvin & Earle,Jun 10 2016,['Pop/Rock'],['Fantasy'],72
Why Are You OK?,Band of Horses,Jun 10 2016,['Pop/Rock'],['Interscope'],68
Big Day in a Small Town,Brandy Clark,Jun 10 2016,['Country'],['Warner Bros.'],84
Levitate,Lone,Jun 10 2016,['Electronic'],['R&S'],72
Jackie Lynn,Jackie Lynn,Jun 10 2016,['Jazz'],['Thrill Jockey'],72
Midnight,Dan Lissvik,Jun 10 2016,['Electronic'],['Smalltown Supersound'],77
A Youthful Dream,Yung,Jun 10 2016,['Pop/Rock'],['Fat Possum'],67
What One Becomes,Sumac,Jun 10 2016,['Pop/Rock'],['Thrill Jockey'],74
Liquid Cool,Nite Jewel,Jun 10 2016,['Pop/Rock'],['Gloriette'],68
Last Year Was Complicated,Nick Jonas,Jun 10 2016,['Pop/Rock'],['Island'],68
Double Vanity,BRONCHO,Jun 10 2016,['Pop/Rock'],['Dine Alone'],72
Twentyears [Super Deluxe Edition],Air,Jun 10 2016,['Pop/Rock'],['Atlantic'],80
Wrong Crowd,Tom Odell,Jun 10 2016,['Pop/Rock'],['RCA'],72
Alpha,Audion,Jun 10 2016,['Electronic'],['!K7'],71
The Digging Remedy,Plaid,Jun 10 2016,['Electronic'],['Warp'],71
"Thankful Villages, Vol. 1",Darren Hayman,Jun 10 2016,['Folk'],['Rivertones'],82
Thick as Thieves,The Temper Trap,Jun 10 2016,['Pop/Rock'],['Glassnote Entertainment Group'],61
Hollow Bones,Rival Sons,Jun 10 2016,['Pop/Rock'],['Earache'],75
Lil B.I.G. Pac [Mixtape],Kodak Black,Jun 10 2016,['Rap'],[],64
Weval,Weval,Jun 10 2016,['Electronic'],['Kompakt'],79
Brigid Mae Power,Brigid Mae Power,Jun 10 2016,['Folk'],['Tompkins Square'],85
You & I,Ala.Ni,Jun 10 2016,['Jazz'],['Naïve'],79
Daydream,Empty Houses,Jun 10 2016,['R&B'],['Sargent House'],75
Luxury Alone,Weird Dreams,Jun 10 2016,['Alternative/Indie Rock'],['Tough Love'],74
Future Present Past [EP],The Strokes,Jun 3 2016,['Pop/Rock'],['Cult Records'],75
Let The Record Show: Dexys Do Irish And Country Soul,Dexys,Jun 3 2016,['Pop/Rock'],['Rhino'],76
Love You To Death,Tegan and Sara,Jun 3 2016,['Pop/Rock'],['Warner Bros.'],78
Fall Forever,Fear of Men,Jun 3 2016,['Pop/Rock'],['Kanine Records'],71
Telling the Trees,RM Hubbert,Jun 3 2016,['Pop/Rock'],['Chemikal Underground'],72
Means,Fews,Jun 3 2016,['Pop/Rock'],['PIAS'],73
Ash & Ice,The Kills,Jun 3 2016,['Pop/Rock'],['Domino'],68
Eyes on the Lines,Steve Gunn,Jun 3 2016,['Pop/Rock'],['Matador'],83
Treasure House,Cat's Eyes,Jun 3 2016,['Pop/Rock'],['Raf'],82
Fading Lines,Amber Arcades,Jun 3 2016,['Pop/Rock'],['Heavenly'],80
Minor Victories,Minor Victories,Jun 3 2016,['Pop/Rock'],['Fat Possum'],75
My Best Human Face,Moonface,Jun 3 2016,['Pop/Rock'],['Jagjaguwar'],68
Stranger to Stranger,Paul Simon,Jun 3 2016,['Pop/Rock'],['Concord'],85
Modern Country,William Tyler,Jun 3 2016,['Pop/Rock'],['Merge'],81
Monolith of Phobos,The Claypool Lennon Delirium,Jun 3 2016,['Pop/Rock'],['ATO'],70
Light Upon the Lake,Whitney,Jun 3 2016,['Pop/Rock'],['Secretly Canadian'],83
"Ha, Ha, He.",Mourn,Jun 3 2016,['Pop/Rock'],['Captured Tracks'],76
Basses Loaded,Melvins,Jun 3 2016,['Pop/Rock'],['Ipecac'],68
Inner Journey Out,Psychic Ills,Jun 3 2016,['Alternative Pop/Rock'],['Sacred Bones'],70
Max Jury,Max Jury,Jun 3 2016,['Pop/Rock'],['Kobalt'],72
Wild Things,Ladyhawke,Jun 3 2016,['Pop/Rock'],['Polyvinyl'],62
Aggressive,Beartooth,Jun 3 2016,['Pop/Rock'],['Red Bull'],82
I Wanna Go Back to Detroit City,Andre Williams,Jun 3 2016,['R&B'],['Bloodshot'],72
Malody,Barry Hyde,Jun 3 2016,['Pop/Rock'],['Sirenspire Records'],76
Robert Ellis,Robert Ellis,Jun 3 2016,['Country'],['New West'],76
Faraway Reach,Classixx,Jun 3 2016,['Electronic'],['Innovative Leisure'],79
The Capsule,Necro Deathmort,Jun 3 2016,['Pop/Rock'],['Rocket Records'],67
The  Last Days of Oakland,Fantastic Negrito,Jun 3 2016,['R&B'],['Black Ball Universe'],81
Postcards From,Fiona Brice,Jun 3 2016,['Pop/Rock'],['Bella Union'],71
This Is Where I Live,William Bell,Jun 3 2016,['R&B'],['Stax'],86
Black Terry Cat,Xenia Rubinos,Jun 3 2016,['R&B'],['Anti-'],82
Blues and Ballads,Brad Mehldau Trio,Jun 3 2016,['Jazz'],['Nonesuch'],84
Open Book,Fatherson,Jun 3 2016,['Pop/Rock'],['RED Music Solutions'],56
Gon' Boogaloo,C.W. Stoneking,Jun 3 2016,['Blues'],['King Hokum'],75
Carolina,Spain,Jun 3 2016,['Pop/Rock'],"['Cobraside Distribution, Inc.']",75
The Family,Joseph Arthur,Jun 3 2016,['Pop/Rock'],['True North Records'],81
All Our Gods Have Abandoned Us,Architects,May 27 2016,['Metal'],['Epitaph'],82
Summer of '13,Malcolm Middleton,May 27 2016,['Pop/Rock'],['Nude Records'],65
Kidsticks,Beth Orton,May 27 2016,['Pop/Rock'],['Anti'],72
British Road Movies,Kate Jackson,May 27 2016,['Pop/Rock'],['Hoo Ha Records'],76
Congrats,Holy Fuck,May 27 2016,['Electronic'],['Innovative Leisure'],78
Good Luck and Do Your Best,Gold Panda,May 27 2016,['Electronic'],['City Slang'],79
Good Times!,The Monkees,May 27 2016,['Pop/Rock'],['Rhino'],79
By Default,Band of Skulls,May 27 2016,['Pop/Rock'],['BMG'],57
Mosey,Daniel Romano,May 27 2016,['Pop/Rock'],['New West'],75
Masterpiece,Big Thief,May 27 2016,['Pop/Rock'],['Saddle Creek Records'],79
The Ride,Catfish & the Bottlemen,May 27 2016,['Pop/Rock'],['Capitol'],60
The  Dream Is Over,PUP,May 27 2016,['Pop/Rock'],['Side One Dummy'],82
X-Communicate,Kristin Kontrol,May 27 2016,['Pop/Rock'],['Sub Pop'],72
To Be Everywhere Is to Be Nowhere,Thrice,May 27 2016,['Pop/Rock'],['Vagrant'],78
Everything's Beautiful,Robert Glasper,May 27 2016,['Jazz'],['Sony Legacy'],73
The  Home Inside My Head,Real Friends,May 27 2016,['Pop/Rock'],['Fearless'],78
The Lexicon of Love II,ABC,May 27 2016,['Pop/Rock'],['Virgin EMI'],70
27-Jul,Fifth Harmony,May 27 2016,['Pop'],['Epic'],70
Goodness,The Hotelier,May 27 2016,['Pop/Rock'],"['Revolver Music ', ' Tiny Engines']",85
Skin,Flume,May 27 2016,['Pop'],['Mom + Pop Music'],75
Sings Favorites,Mark Kozelek,May 27 2016,['Pop/Rock'],['Caldo Verde Records'],63
Rain Crow,Tony Joe White,May 27 2016,['Pop/Rock'],['Yep Roc'],81
The Yard Work Simulator,Max Graef,May 27 2016,['Electronic'],['Ninja Tune'],79
Folding Time,Sepalcure,May 27 2016,['Electronic'],['Hotflush'],75
Tempo,Olga Bell,May 27 2016,['Electronic'],['One Little Indian'],79
Moods Baby Moods,Sonny & the Sunsets,May 27 2016,['Pop/Rock'],['Polyvinyl'],75
DJ-Kicks,Dâm-Funk,May 27 2016,['Electronic'],['!K7'],78
Driving Excitement and the Pleasure of Ownership,JC Flowers,May 27 2016,['Pop/Rock'],['ATP'],66
Black,Dierks Bentley,May 27 2016,['Country'],['Capitol'],66
Transmission,Death in Vegas,May 27 2016,['Electronic'],['Forced Exposure'],80
Ain't Who I Was,Bonnie Bishop,May 27 2016,['Pop/Rock'],['Thirty Tigers'],69
Yoncalla,Yumi Zouma,May 27 2016,['Pop/Rock'],['Cascine'],77
Pythagorean Dream,Rhys Chatham,May 27 2016,['Pop/Rock'],['Forced Exposure'],78
Murder for Hire II [Mixtape],Kevin Gates,May 27 2016,['Rap'],['Atlantic'],71
Stranger Things Have Happened,Clare Maguire,May 27 2016,['Pop/Rock'],['Virgin EMI'],65
Along The Shadow,Saosin,May 20 2016,['Pop/Rock'],['Epitaph'],74
If I'm Honest,Blake Shelton,May 20 2016,['Country'],['Warner Music'],58
2,Mudcrutch,May 20 2016,['Pop/Rock'],['Reprise'],78
The Party,Andy Shauf,May 20 2016,['Pop/Rock'],['Anti-'],83
Oh Inhuman Spectacle,Methyl Ethel,May 20 2016,['Pop/Rock'],['4AD'],65
The Triad,Pantha du Prince,May 20 2016,['Electronic'],['Rough Trade'],73
Strangers,Marissa Nadler,May 20 2016,['Pop/Rock'],['Sacred Bones'],76
I Still Do,Eric Clapton,May 20 2016,['Pop/Rock'],['ADA'],72
Fallen Angels,Bob Dylan,May 20 2016,['Pop/Rock'],['Columbia'],77
Teens of Denial,Car Seat Headrest,May 20 2016,['Pop/Rock'],['Matador'],86
These People,Richard Ashcroft,May 20 2016,,['Harvest'],51
Skip a Sinking Stone,Mutual Benefit,May 20 2016,['Pop/Rock'],['Mom + Pop Music'],76
Day of the Dead,Various Artists,May 20 2016,['Pop/Rock'],['4AD'],74
Kamikaze,The So So Glos,May 20 2016,['Pop/Rock'],['Votiv'],75
Earrings Off!,Adult Jazz,May 20 2016,['Electronic'],['Tri Angle'],68
Dangerous Woman,Ariana Grande,May 20 2016,['Vocal'],['Republic'],76
In Glendale,Tim Heidecker,May 20 2016,['Pop/Rock'],['Jagjaguwar'],71
Juarez [Reissue],Terry Allen,May 20 2016,['Alt-Country'],['Paradise of Bachelors'],84
The  Other Side of the River,Terry Reid,May 20 2016,['R&B'],['Future Days'],74
In Our Bones,Against the Current,May 20 2016,['Pop/Rock'],['Fueled by Ramen Records'],83
Things Will Matter,Lonely the Brave,May 20 2016,['Pop/Rock'],['Hassle'],81
Mayday,Boys Noize,May 20 2016,['Electronic'],"['Boys Noize ', ' Rough Trade']",65
The  Fall of Hearts,Katatonia,May 20 2016,['Pop/Rock'],['Peaceville Records'],72
Ziggy Marley,Ziggy Marley,May 20 2016,['Reggae'],['Tuff Gong Worldwide'],57
V,Tiger Army,May 20 2016,['Pop/Rock'],"['Rise ', ' Rise Records']",60
Elseq 1-5,Autechre,May 19 2016,['Electronic'],['Warp'],77
EP 4,Wolf Parade,May 17 2016,['Pop/Rock'],['Self-released'],75
Ullages,Eagulls,May 13 2016,['Pop/Rock'],['PTKF'],72
The Wild Swan,Foy Vance,May 13 2016,['Pop/Rock'],['New Elektra'],71
Coloring Book [Mixtape],Chance the Rapper,May 13 2016,['Rap'],[],89
I Hear You,Arbor Labor Union,May 13 2016,['Pop/Rock'],['Sub Pop'],64
T R O U B L E,Woodpigeon,May 13 2016,['Pop/Rock'],"[""Where It's At Is Where You Are""]",71
Anian,9Bach,May 13 2016,['Pop/Rock'],['Real World'],68
Down in Heaven,Twin Peaks,May 13 2016,['Pop/Rock'],['Grand Jury'],74
Under the Sun,Mark Pritchard,May 13 2016,['Electronic'],['Warp'],79
Alas Salvation,Yak,May 13 2016,['Pop/Rock'],['Kobalt'],79
Oh No,Jessy Lanza,May 13 2016,['Electronic'],['Hyperdub'],82
Tired of Tomorrow,Nothing,May 13 2016,['Pop/Rock'],['Relapse Records'],73
Introducing Karl Blau,Karl Blau,May 13 2016,['Country'],['Raven Marching Band Records'],84
The  Heart Speaks in Whispers,Corinne Bailey Rae,May 13 2016,['R&B'],['Virgin'],74
Fool,Jameszoo,May 13 2016,['Electronic'],['Brainfeeder'],80
Holy Ghost,Modern Baseball,May 13 2016,['Pop/Rock'],['Run for Cover Records'],81
Thank You,Meghan Trainor,May 13 2016,['Pop'],['Epic'],60
Taste,Islands,May 13 2016,['Pop/Rock'],['Manqué Music'],72
Should I Remain Here at Sea?,Islands,May 13 2016,['Pop/Rock'],['Manqué Music'],76
The Concrete Confessional,Hatebreed,May 13 2016,['Pop/Rock'],['Nuclear Blast'],72
Cloud Nine,Kygo,May 13 2016,['Electronic'],['Epic'],57
Absolute Loser,Fruit Bats,May 13 2016,['Pop/Rock'],['Easy Sound Recording Company'],75
Misadventures,Pierce the Veil,May 13 2016,['Pop/Rock'],['Fearless Records'],86
Nattesferd,Kvelertak,May 13 2016,['Pop/Rock'],['Roadrunner Records'],83
Cut and Paste,Oscar,May 13 2016,['Indie Electronic'],['Wichita'],72
Wild Pendulum,The Trash Can Sinatras,May 13 2016,['Pop/Rock'],['Red River'],79
A New Wave of Violence,Head Wound City,May 13 2016,['Heavy Metal'],['Vice Music'],78
Rest in Chaos,Hard Working Americans,May 13 2016,['Pop/Rock'],['Melvin'],75
Beyond the Bloodhounds,Adia Victoria,May 13 2016,['Blues'],['Canvasback'],82
House in the Tall Grass,Kikagaku Moyo,May 13 2016,['Folk-Rock'],['Guruguru Brain'],74
Kin,The Duke Spirit,May 13 2016,['Pop/Rock'],['Ex Voto Records'],71
Get In,Pita,May 13 2016,['Electronic'],['Editions Mego'],73
Union and Return,Torn Hawk,May 13 2016,['Pop/Rock'],['Mexican Summer'],76
Blanco,David Bazan,May 13 2016,['Pop/Rock'],['Barsuk'],68
Still Life,Young Magic,May 13 2016,['Pop/Rock'],['Carpark Records'],70
Pleiades Dust [EP],Gorguts,May 13 2016,['Metal'],['Season of Mist'],80
A Moon Shaped Pool,Radiohead,May 8 2016,['Alternative'],['XL'],88
Detour,Cyndi Lauper,May 6 2016,['Pop'],['Rhino'],63
Memory,Dan Michaelson & the Coastguards,May 6 2016,['Pop/Rock'],['The State51 Conspiracy'],84
Spiritual Songs For Lovers To Sing,LUH,May 6 2016,['Pop/Rock'],['Mute'],79
Bottomless Pit,Death Grips,May 6 2016,['Rap'],['Third Worlds'],80
Paradise,White Lung,May 6 2016,['Pop/Rock'],['Domino'],79
Will,Julianna Barwick,May 6 2016,['Pop/Rock'],['Dead Oceans Records'],77
Hopelessness,Anohni,May 6 2016,['Pop/Rock'],['Secretly Canadian'],83
99.90%,Kaytranada,May 6 2016,['Electronic'],['XL'],81
Bloom Forever,Thomas Cohen,May 6 2016,['Pop/Rock'],['PIAS'],75
Take Me to the Alley,Gregory Porter,May 6 2016,['Jazz'],['Blue Note'],81
"Electronica, Vol. 2: The Heart of Noise",Jean Michel Jarre,May 6 2016,['Electronic'],['Sin'],58
As If Apart,Chris Cohen,May 6 2016,['Pop/Rock'],['Captured Tracks'],73
Strange Country,Kacy & Clayton,May 6 2016,['Folk'],['New West'],86
Testarossa,Yoni & Geti,May 6 2016,['Rap'],['Joyful Noise'],76
Get Gone,Seratones,May 6 2016,['Pop/Rock'],['Fat Possum'],72
Konnichiwa,Skepta,May 6 2016,['Rap'],['Boy Better Know'],83
Cult Following,Little Scream,May 6 2016,['Pop/Rock'],['Merge'],77
The Shadow Side,Andy Black,May 6 2016,['Pop/Rock'],['Republic'],83
The Machine Stops,Hawkwind,May 6 2016,['Pop/Rock'],['Cherry Red'],70
Beauty Already Beautiful,Spookyland,May 6 2016,['Pop/Rock'],['PIAS'],68
Boxes,Goo Goo Dolls,May 6 2016,['Adult Alternative Pop/Rock'],['Warner Bros.'],52
Pile,A Giant Dog,May 6 2016,['Pop/Rock'],['Merge'],78
Ripcord,Keith Urban,May 6 2016,['Country'],['Capitol Nashville'],72
Solid States,The Posies,May 6 2016,['Pop/Rock'],['Lojinx'],68
Pierced Arrow,The Rides,May 6 2016,['Blues'],['429 Records'],65
The Unity Sessions,Pat Metheny,May 6 2016,['Jazz'],['Nonesuch'],80
U,Tourist,May 6 2016,['Electronic'],['Mtheory Artist Ventures'],78
Washed Away,Rooney,May 6 2016,['Pop/Rock'],['Beachwood Park Music'],62
The Colour In Anything,James Blake,May 5 2016,['Electronic'],['Polydor'],78
Dolls Of Highland,Kyle Craft,Apr 29 2016,['Pop/Rock'],['Sub Pop'],79
DJ Koze Presents Pampa Vol. 1,Various Artists,Apr 29 2016,['Electronic'],['Pampa'],78
White Hot Moon,Pity Sex,Apr 29 2016,['Pop/Rock'],['Run for Cover Records'],72
The Impossible Kid,Aesop Rock,Apr 29 2016,['Rap'],['Rhymesayers'],85
Konono No.1 Meets Batida,Konono No. 1,Apr 29 2016,['International'],['Crammed Discs'],77
Paging Mr. Proust,The Jayhawks,Apr 29 2016,['Country'],['Sham'],77
The Ship,Brian Eno,Apr 29 2016,['Electronic'],['Warp'],79
Nonagon Infinity,King Gizzard & the Lizard Wizard,Apr 29 2016,['Pop/Rock'],['Heavenly'],83
Waltzed in from the Rumbling,Plants and Animals,Apr 29 2016,['Pop/Rock'],['Secret City Records'],69
Sept 5th,dvsn,Apr 29 2016,['R&B'],['Elektra'],71
Total Time,Doomsquad,Apr 29 2016,['New Age'],['Bella Union'],75
Last Evenings on Earth,Melt Yourself Down,Apr 29 2016,['Pop/Rock'],['The Leaf Label'],73
Delusions of Grand Fur,Rogue Wave,Apr 29 2016,['Pop/Rock'],['Easy Sound Recording Company'],68
Imarhan,Imarhan,Apr 29 2016,['Pop/Rock'],['City Slang'],82
VIEWS,Drake,Apr 29 2016,['Rap'],['Young Money'],69
Everything at Once,Travis,Apr 29 2016,['Pop/Rock'],['Caroline'],60
